0	54
1	52
2	46
3	45
4	44
5	48
6	53
7	51
8	49
9	47
10	49
11	44
12	42
13	47
14	44
15	39
16	32
17	33
18	36
19	34
20	35
21	33
22	30
23	21
24	20
25	15
26	14
27	14
28	12
29	18
30	18
31	22
32	17
33	16
34	15
35	15
36	17
37	15
38	15
39	20
40	22
41	23
42	25
43	25
44	29
45	31
46	30
47	36
48	37
49	40
50	39
51	39
52	40
53	44
54	39
55	38
56	37
57	36
58	35
59	29
60	36
61	37
62	41
63	41
64	42
65	42
66	48
67	46
68	41
69	46
70	48
71	47
72	46
73	46
74	41
75	39
76	42
77	48
78	51
79	47
80	44
81	49
82	48
83	51
84	44
85	43
86	42
87	45
88	43
89	47
90	46
91	47
92	48
93	51
94	46
95	40
96	45
97	52
98	48
99	45
100	49
101	50
102	44
103	50
104	54
105	62
106	64
107	60
108	62
109	63
110	61
111	68
112	65
113	67
114	69
115	69
116	68
117	71
118	81
119	82
120	82
121	87
122	84
123	84
124	81
125	88
126	92
127	94
128	96
129	96
130	95
131	96
132	97
133	99
134	100
135	99
136	99
137	99
138	100
139	100
140	100
141	99
142	100
143	100
144	100
145	99
146	99
147	99
148	99
149	100
150	99
151	100
152	99
153	100
154	99
155	100
156	99
157	100
158	99
159	100
160	100
161	99
162	99
163	99
164	100
165	100
166	99
167	100
168	100
169	99
170	100
171	99
172	99
173	99
174	100
175	100
176	99
177	100
178	100
179	100
180	99
181	99
182	99
183	100
184	100
185	99
186	99
187	100
188	99
189	99
190	99
191	99
192	99
193	99
194	100
195	100
196	100
197	99
198	100
199	100
200	100
201	100
202	100
203	99
204	100
205	99
206	100
207	99
208	100
209	99
210	99
211	99
212	99
213	100
214	100
215	99
216	99
217	100
218	100
219	99
220	99
221	99
222	100
223	100
224	99
225	99
226	99
227	99
228	99
229	99
230	100
231	100
232	99
233	99
234	99
235	99
236	100
237	100
238	100
239	99
240	100
241	99
242	99
243	100
244	99
245	100
246	99
247	100
248	100
249	99
250	99
251	100
252	99
253	99
254	100
255	100
256	99
257	100
258	99
259	99
260	99
261	99
262	100
263	100
264	100
265	100
266	100
267	100
268	100
269	100
270	99
271	99
272	100
273	100
274	100
275	100
276	99
277	99
278	100
279	100
280	100
281	99
282	99
283	100
284	99
285	100
286	99
287	99
288	100
289	100
290	99
291	99
292	100
293	99
294	99
295	99
296	100
297	99
298	99
299	100
300	99
301	100
302	100
303	100
304	100
305	99
306	100
307	99
308	99
309	99
310	99
311	100
312	100
313	100
314	100
315	100
316	99
317	99
318	100
319	100
320	99
321	100
322	99
323	99
324	99
325	99
326	100
327	99
328	99
329	100
330	100
331	99
332	100
333	99
334	99
335	99
336	100
337	99
338	100
339	99
340	100
341	99
342	99
343	99
344	100
345	100
346	99
347	99
348	100
349	99
350	99
351	100
352	99
353	99
354	99
355	99
356	99
357	100
358	99
359	100
360	100
361	100
362	99
363	100
364	99
365	100
366	100
367	100
368	100
369	99
370	99
371	99
372	99
373	100
374	100
375	99
376	100
377	99
378	100
379	100
380	99
381	99
382	99
383	100
384	99
385	100
386	99
387	100
388	100
389	100
390	100
391	99
392	99
393	100
394	99
395	100
396	100
397	100
398	99
399	99
400	100
401	100
402	100
403	99
404	100
405	99
406	100
407	99
408	100
409	99
410	100
411	100
412	100
413	99
414	100
415	100
416	99
417	99
418	100
419	99
420	100
421	99
422	100
423	99
424	100
425	99
426	99
427	100
428	100
429	100
430	99
431	99
432	99
433	100
434	100
435	99
436	99
437	100
438	100
439	100
440	100
441	99
442	100
443	100
444	99
445	100
446	100
447	99
448	99
449	99
450	100
451	99
452	99
453	99
454	100
455	99
456	99
457	99
458	100
459	99
460	100
461	99
462	100
463	100
464	99
465	100
466	100
467	99
468	99
469	100
470	100
471	100
472	100
473	99
474	100
475	99
476	100
477	99
478	99
479	99
480	100
481	100
482	100
483	100
484	100
485	99
486	100
487	99
488	99
489	100
490	99
491	99
492	100
493	99
494	99
495	99
496	99
497	99
498	99
499	100
